Gene_Symbol,logFC,AveExpr,t,P.Value,adj.P.Val,B
H3F3A;H3F3B;MIR4738,-1.55297777777778,13.4181722222222,-14.773540299823,5.0189284838619804e-17,1.57108564462878e-14,28.7405068135384
IL1RAP,1.65329888888889,6.06908166666667,14.764454678947,5.11730031849433e-17,1.57592738148985e-14,28.7213478333892
CHTF8,-0.734831666666668,7.86397861111111,-14.7604216134117,5.1615970293513504e-17,1.5826578578302e-14,28.7128403338554
COG6,1.51474055555556,10.3261352777778,14.7004005259313,5.869192690016751e-17,1.76885929947885e-14,28.5860173751749
QTRTD1,-0.901618888888889,7.16510666666667,-14.6809181147119,6.11961325816251e-17,1.82870121103981e-14,28.544765898358
PLXNB1,-0.720616111111112,6.74762472222222,-14.6766537224252,6.17586891773841e-17,1.8377249100661e-14,28.5357309905033
CXCL14,1.87879888888889,7.03986222222222,14.6727837669964,6.22737894416336e-17,1.8452665768035e-14,28.5275300252413
TFAP2A,-1.21809277777778,5.2634425,-14.6621881971074,6.370668752218421e-17,1.87258074930539e-14,28.5050680615602
KRT8,-2.48590666666666,10.3505855555556,-14.6620423886549,6.37266395123993e-17,1.87258074930539e-14,28.5047588696172
PDGFRL,2.07785055555555,6.87936361111111,14.6578017874637,6.430971503869981e-17,1.87922528540311e-14,28.4957654935605
