"Gene_Symbol","logFC","adjPval"
"PSMB10",0.709216110325048,0.00314536759011681
"GCAT",0.709038682119983,0.393206547794753
"FLAD1",0.702990507845588,0.0190926494631171
"ATIC",0.701821423469951,0.0257019987961915
"LCP2",0.697225686042099,0.00913900259021857
"EFEMP1",0.697063861034529,0.564615710314184
"ACSL1",0.696257920543763,0.0217974085884292
"HNMT",0.695785374763796,0.111314923616262
"B2M",0.69548421970433,0.166380830524107
"L3HYPDH",0.693438977631056,0.0335987274519159
"PNPO",0.693219506797989,0.233139404021217
"BTN3A3",0.693059811310734,0.0167453731211564
"ACSF3",0.693051438030771,0.00314536759011681
"HSPB6",0.692321384001561,0.13227161578678
"DAB2",0.691067038827724,0.16477446888836
"FLNB",0.690547834475428,0.196241027928115
"CPNE1",0.690020918386946,0.693581117413567
"FCGR1A",0.689673244496719,0.129979870676096
"MX2",0.688844828228226,0.179429998735
"BPGM",0.687724694355898,0.2788699813997
"FLNA",0.686718815714922,0.359158530762323
"ACE",0.684569337384483,0.257309178276953
"ALDH1A3",0.684564869582738,0.395058433904598
"PSMB8",0.679832493348401,0.0178227380912881
"NEXN",0.676043942505306,0.0462194197421628
"NCF1B",0.675176647047865,0.11404868224268
"PLK1",0.672491826075666,0.113677252719064
"ANO6",0.670021787278493,0.200563212010352
"AKR1B1",0.667521858199603,0.115511414611018
"ANXA1",0.667137238810096,0.374706421223817
"TGM2",0.664483928770849,0.471037869801138
"PSME2",0.663791992817888,0.022921127410555
"TSPAN8",0.662799464400253,0.423563789769501
"EHBP1",0.65894798745553,0.0339645111760267
"RAB32",0.658418196825194,0.0112951718049906
"SCRN3",0.657472127627498,0.083756405515525
"SUSD2",0.65507970735449,0.315254338891942
"SCIN",0.654967448585476,0.247566182485652
"MYO1C",0.652677831061036,0.550909836728725
